Null display is "<null>".
     rental_date     |         title         
---------------------+-----------------------
 2005-08-23 18:43:31 | OCTOBER SUBMARINE
     785 |        1 |     4
     590 |        2 |     4
     174 |        2 |     4
     857 |        2 |     4
     989 |        1 |     4
     200 |        2 |     4
      40 |        2 |     4
     159 |        1 |     4
     220 |        1 |     4
     267 |        1 |     4
     222 |        2 |     4
     948 |        2 |     4
     657 |        1 |     4
     418 |        1 |     4
     207 |        1 |     4
     946 |        2 |     4
     394 |        1 |     4
     729 |        2 |     4
     650 |        2 |     4
     966 |        2 |     4
     474 |        2 |     4
     687 |        2 |     4
     341 |        2 |     4
      84 |        1 |     4
     936 |        2 |     4
     881 |        2 |     4
      58 |        2 |     4
       1 |        2 |     4
      72 |        1 |     4
      73 |        2 |     4
     814 |        2 |     4
     369 |        1 |     4
     791 |        2 |     4
     677 |        2 |     4
     132 |        1 |     4
     378 |        1 |     4
     619 |        2 |     4
     506 |        1 |     4
     783 |        1 |     4
     835 |        1 |     4
     890 |        2 |     4
     234 |        1 |     4
     608 |        2 |     4
     773 |        1 |     4
     398 |        2 |     4
     843 |        1 |     4
     361 |        2 |     4
     111 |        2 |     4
      15 |        2 |     4
     589 |        2 |     4
     206 |        2 |     4
     572 |        2 |     4
     970 |        2 |     4
      35 |        1 |     4
      86 |        2 |     4
     199 |        2 |     4
     949 |        1 |     4
     428 |        1 |     4
      10 |        1 |     4
     321 |        1 |     4
     907 |        1 |     4
     813 |        2 |     4
     686 |        1 |     4
     571 |        2 |     4
     296 |        1 |     4
     651 |        2 |     4
     529 |        1 |     4
     867 |        1 |     4
     753 |        1 |     4
     743 |        2 |     4
     460 |        1 |     4
     274 |        2 |     4
     760 |        2 |     4
     893 |        2 |     4
      69 |        1 |     4
     821 |        2 |     4
     382 |        1 |     4
     444 |        2 |     4
     945 |        2 |     4
     143 |        1 |     4
     412 |        2 |     4
     434 |        2 |     4
     593 |        2 |     4
     973 |        1 |     4
     586 |        1 |     4
     595 |        2 |     4
     320 |        2 |     4
     139 |        1 |     4
     962 |        1 |     4
     733 |        1 |     4
    1000 |        2 |     4
     927 |        1 |     4
     193 |        1 |     4
     845 |        1 |     4
     618 |        2 |     4
     953 |        1 |     4
     911 |        1 |     4
     263 |        1 |     4
     356 |        2 |     4
     245 |        2 |     4
     849 |        1 |     4
     585 |        2 |     4
     314 |        2 |     4
     764 |        1 |     4
     464 |        1 |     4
     162 |        2 |     4
     572 |        1 |     4
      22 |        1 |     4
     408 |        1 |     4
     531 |        2 |     4
     360 |        1 |     4
      86 |        1 |     4
     167 |        1 |     4
     430 |        2 |     4
     995 |        1 |     4
     841 |        2 |     4
     828 |        2 |     4
     302 |        2 |     4
     346 |        2 |     4
     772 |        1 |     4
     951 |        2 |     4
     641 |        2 |     4
     562 |        1 |     4
     269 |        2 |     4
     249 |        2 |     4
     206 |        1 |     4
     688 |        2 |     4
     396 |        2 |     4
     231 |        1 |     4
     266 |        2 |     4
     793 |        1 |     4
     378 |        2 |     4
     319 |        2 |     4
     835 |        2 |     4
     253 |        1 |     4
     353 |        2 |     4
     922 |        2 |     4
     929 |        1 |     4
       1 |        1 |     4
     457 |        2 |     4
     609 |        2 |     4
     272 |        1 |     4
     852 |        1 |     4
      67 |        2 |     4
     369 |        2 |     4
     598 |        1 |     4
     724 |        2 |     4
     561 |        1 |     4
     510 |        1 |     4
     300 |        2 |     4
     849 |        2 |     4
     456 |        2 |     4
     790 |        1 |     4
     764 |        2 |     4
     352 |        2 |     4
     658 |        2 |     4
     327 |        1 |     4
     895 |        1 |     4
     735 |        2 |     4
      51 |        2 |     4
     945 |        1 |     4
     514 |        2 |     4
     973 |        2 |     4
     586 |        2 |     4
     101 |        1 |     4
     762 |        2 |     4
     611 |        1 |     4
     676 |        2 |     4
     170 |        2 |     4
     403 |        2 |     4
     334 |        2 |     4
     118 |        1 |     4
     330 |        1 |     4
     199 |        1 |     4
     486 |        1 |     4
     203 |        2 |     4
      45 |        1 |     4
     374 |        2 |     4
      25 |        1 |     4
     127 |        2 |     4
     406 |        2 |     4
     939 |        2 |     4
     250 |        2 |     4
     629 |        2 |     4
     767 |        2 |     4
     705 |        1 |     4
     579 |        1 |     4
     458 |        2 |     4
     588 |        2 |     4
     886 |        1 |     4
     153 |        1 |     4
     280 |        1 |     4
     672 |        2 |     4
     918 |        2 |     4
      73 |        1 |     4
     193 |        2 |     4
     832 |        1 |     4
      77 |        1 |     4
      71 |        2 |     4
     919 |        1 |     4
     304 |        1 |     4
     361 |        1 |     4
     823 |        2 |     4
     243 |        2 |     4
     624 |        2 |     4
     626 |        2 |     4
     938 |        1 |     4
     172 |        1 |     4
      24 |        1 |     4
     427 |        1 |     4
     285 |        2 |     4
     460 |        2 |     4
      69 |        2 |     4
     678 |        1 |     4
     803 |        1 |     4
     810 |        1 |     4
     100 |        1 |     4
     201 |        1 |     4
     804 |        1 |     4
     689 |        1 |     4
     893 |        1 |     4
     391 |        1 |     4
     755 |        1 |     4
     444 |        1 |     4
     638 |        1 |     4
      61 |        1 |     4
     412 |        1 |     4
     901 |        1 |     4
     322 |        1 |     4
     452 |        2 |     4
     603 |        1 |     4
     595 |        1 |     4
     870 |        2 |     4
     941 |        1 |     4
     525 |        1 |     4
     736 |        1 |     4
    1000 |        1 |     4
     358 |        1 |     4
      34 |        2 |     4
     505 |        2 |     4
     856 |        2 |     4
     606 |        2 |     4
     887 |        1 |     4
     850 |        2 |     4
     552 |        2 |     4
     865 |        1 |     4
     266 |        1 |     4
      12 |        2 |     4
     119 |        2 |     4
     270 |        2 |     4
     741 |        1 |     4
     214 |        2 |     4
     524 |        2 |     4
     738 |        2 |     4
     288 |        2 |     4
     914 |        2 |     4
      31 |        2 |     4
     239 |        2 |     4
     437 |        2 |     4
     518 |        2 |     4
     652 |        1 |     4
     644 |        2 |     4
     433 |        1 |     4
     535 |        1 |     4
     244 |        1 |     4
     847 |        2 |     4
     403 |        1 |     4
     846 |        2 |     4
     888 |        1 |     4
     303 |        1 |     4
     113 |        2 |     4
     869 |        1 |     4
     397 |        2 |     4
     519 |        2 |     4
     494 |        1 |     4
      55 |        1 |     4
     109 |        2 |     4
     103 |        1 |     4
     694 |        1 |     4
     863 |        1 |     4
     291 |        1 |     4
     450 |        2 |     4
      42 |        2 |     4
     748 |        1 |     4
     342 |        1 |     4
     993 |        1 |     4
     690 |        1 |     4
     827 |        2 |     4
     875 |        2 |     4
     745 |        2 |     4
     112 |        1 |     4
     137 |        2 |     4
     709 |        2 |     4
     512 |        2 |     4
     897 |        1 |     4
     846 |        1 |     4
     979 |        1 |     4
     609 |        1 |     4
     284 |        2 |     4
     379 |        2 |     4
     392 |        1 |     4
     638 |        2 |     4
     661 |        1 |     4
     429 |        2 |     4
     367 |        1 |     4
     864 |        1 |     4
     357 |        2 |     4
     892 |        2 |     4
      37 |        1 |     4
     317 |        1 |     4
     366 |        1 |     4
      19 |        1 |     4
     152 |        1 |     4
     471 |        2 |     4
     913 |        1 |     4
     734 |        2 |     4
     789 |        1 |     4
     786 |        2 |     4
     301 |        1 |     4
     449 |        2 |     4
     382 |        2 |     4
     838 |        2 |     4
     416 |        2 |     4
     555 |        2 |     4
     820 |        1 |     4
     706 |        2 |     4
     771 |        2 |     4
     730 |        1 |     4
     880 |        1 |     4
     468 |        1 |     4
     484 |        1 |     4
     220 |        2 |     4
     795 |        1 |     4
     349 |        1 |     4
      43 |        2 |     4
     213 |        1 |     4
     982 |        2 |     4
     915 |        1 |     4
     697 |        1 |     4
     545 |        1 |     4
     621 |        2 |     4
